,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,GroupAllErith_PT_0,GroupAllErith_PT_0.01,GroupAllErith_PT_0.02,GroupAllErith_PT_0.03,GroupAllErith_PT_0.04,GroupAllErith_PT_0.05,GroupAllErith_PT_0.06,GroupAllErith_PT_0.07,GroupAllErith_PT_0.08,GroupAllErith_PT_0.09,GroupAllErith_PT_0.1,GroupAllErith_PT_0.11,GroupAllErith_PT_0.12,GroupAllErith_PT_0.13,GroupAllErith_PT_0.14,GroupAllErith_PT_0.15,GroupAllErith_PT_0.16,GroupAllErith_PT_0.17,GroupAllErith_PT_0.18,GroupAllErith_PT_0.19,GroupAllErith_PT_0.2,GroupAllErith_PT_0.21,GroupAllErith_PT_0.22,GroupAllErith_PT_0.23,GroupAllErith_PT_0.24,GroupAllErith_PT_0.25,GroupAllErith_PT_0.26,GroupAllErith_PT_0.27,GroupAllErith_PT_0.28,GroupAllErith_PT_0.29,GroupAllErith_PT_0.3,GroupAllErith_PT_0.31,GroupAllErith_PT_0.32,GroupAllErith_PT_0.33,GroupAllErith_PT_0.34,GroupAllErith_PT_0.35,GroupAllErith_PT_0.36,GroupAllErith_PT_0.37,GroupAllErith_PT_0.38,GroupAllErith_PT_0.39,GroupAllErith_PT_0.4,GroupAllErith_PT_0.41,GroupAllErith_PT_0.42,GroupAllErith_PT_0.43,GroupAllErith_PT_0.44,GroupAllErith_PT_0.45,GroupAllErith_PT_0.46,GroupAllErith_PT_0.47,GroupAllErith_PT_0.48,GroupAllErith_PT_0.49,GroupAllErith_PT_0.5,GroupAllErith_PT_0.51,GroupAllErith_PT_0.52,GroupAllErith_PT_0.53,GroupAllErith_PT_0.54,GroupAllErith_PT_0.55,GroupAllErith_PT_0.56,GroupAllErith_PT_0.57,GroupAllErith_PT_0.58,GroupAllErith_PT_0.59,GroupAllErith_PT_0.6,GroupAllErith_PT_0.61,GroupAllErith_PT_0.62,GroupAllErith_PT_0.63,GroupAllErith_PT_0.64,GroupAllErith_PT_0.65,GroupAllErith_PT_0.66,GroupAllErith_PT_0.67,GroupAllErith_PT_0.68,GroupAllErith_PT_0.69,GroupAllErith_PT_0.7,GroupAllErith_PT_0.71,GroupAllErith_PT_0.72,GroupAllErith_PT_0.73,GroupAllErith_PT_0.74,GroupAllErith_PT_0.75,GroupAllErith_PT_0.76,GroupAllErith_PT_0.77,GroupAllErith_PT_0.78,GroupAllErith_PT_0.79,GroupAllErith_PT_0.8,GroupAllErith_PT_0.81,GroupAllErith_PT_0.82,GroupAllErith_PT_0.83,GroupAllErith_PT_0.84,GroupAllErith_PT_0.85,GroupAllErith_PT_0.86,GroupAllErith_PT_0.87,GroupAllErith_PT_0.88,GroupAllErith_PT_0.89,GroupAllErith_PT_0.9,GroupAllErith_PT_0.91,GroupAllErith_PT_0.92,GroupAllErith_PT_0.93,GroupAllErith_PT_0.94,GroupAllErith_PT_0.95,GroupAllErith_PT_0.96,GroupAllErith_PT_0.97,GroupAllErith_PT_0.98,GroupAllErith_PT_0.99,GroupAllErith_PT_1
2498,ZNF850,0,0,94.099,1.7717e-19,1.0753e-15,-0.11578,-0.1101621,-0.1045694,-0.099021,-0.09354,-0.088147,-0.08286564,-0.07771761,-0.07272522,-0.067911,-0.063296,-0.058904,-0.054757,-0.05087588,-0.047284,-0.044004,-0.041057,-0.038466,-0.036252,-0.03443922,-0.03304858,-0.032103,-0.031624,-0.031634,-0.032155,-0.03321,-0.034821,-0.03698309,-0.03962,-0.04264,-0.045955,-0.049475,-0.053109,-0.056767,-0.0603598,-0.06379721,-0.066989,-0.069846,-0.072277,-0.074194,-0.07554622,-0.07635097,-0.076633,-0.076417,-0.075726,-0.074587,-0.073022,-0.07105638,-0.068715,-0.066021,-0.06300029,-0.05967642,-0.056074,-0.052217,-0.048131,-0.04383967,-0.039367,-0.034738,-0.02997753,-0.025109,-0.02015737,-0.01514693,-0.01010214,-0.0050474,-7.2196e-06,0.00499408,0.009932,0.01478224,0.01952027,0.024122,0.02856211,0.03281708,0.03686219,0.04067668,0.04426123,0.04762435,0.05077457,0.05372,0.05647,0.05903291,0.061417,0.06363,0.06568164,0.06757993,0.069333,0.070951,0.07244,0.07381,0.07507,0.076227,0.0772911,0.07826961,0.079171,0.080005,0.08077935,0.08150238,0.08218282,0.082829,0.08345,0.08405382,0.084649
2499,C3orf38,0,0,52.378,1.1497e-10,5.7692e-07,-0.11381,-0.1125485,-0.1112887,-0.11004,-0.1088,-0.10757,-0.10637037,-0.10519128,-0.10404047,-0.10292,-0.10184,-0.1008,-0.099801,-0.09885186,-0.097955,-0.097116,-0.096336,-0.095622,-0.094976,-0.09440269,-0.09390619,-0.09349,-0.09316,-0.092918,-0.092768,-0.092716,-0.092765,-0.09291456,-0.093153,-0.093467,-0.093843,-0.094267,-0.094725,-0.095204,-0.09569023,-0.09616938,-0.096628,-0.097053,-0.09743,-0.097745,-0.09798892,-0.09815848,-0.098251,-0.098264,-0.098194,-0.09804,-0.097798,-0.09746659,-0.097042,-0.096523,-0.09590583,-0.09518841,-0.094368,-0.093442,-0.092409,-0.09126412,-0.090007,-0.088633,-0.08714136,-0.085529,-0.08379248,-0.08193019,-0.07993924,-0.077817,-0.075561,-0.07316855,-0.070637,-0.06796412,-0.06514698,-0.062183,-0.05906995,-0.0558049,-0.05238539,-0.04880976,-0.04508169,-0.04120683,-0.03719083,-0.033039,-0.028758,-0.0243524,-0.019828,-0.015191,-0.01044691,-0.00560097,-0.00065905,0.0043732,0.0094901,0.014686,0.019956,0.025293,0.03069186,0.03614755,0.041654,0.047206,0.05279691,0.05842198,0.06407527,0.069751,0.075444,0.08114807,0.086858
2500,ARHGEF39,0,0,30.991,3.0738e-06,0.01212,-0.03905,-0.0421524,-0.0452411,-0.048302,-0.051323,-0.054289,-0.05718664,-0.06000253,-0.06272294,-0.065334,-0.067823,-0.070175,-0.072377,-0.07441544,-0.076277,-0.077947,-0.079412,-0.08066,-0.081675,-0.08244495,-0.08295572,-0.083194,-0.083145,-0.082797,-0.082134,-0.081145,-0.079814,-0.07814519,-0.076184,-0.073987,-0.071606,-0.069098,-0.066516,-0.063916,-0.06135085,-0.05887613,-0.056546,-0.054416,-0.052539,-0.05097,-0.04973704,-0.048822,-0.048202,-0.047856,-0.047759,-0.047891,-0.048228,-0.04874753,-0.049428,-0.050246,-0.05117989,-0.05220662,-0.053304,-0.054449,-0.05562,-0.05679352,-0.057948,-0.05906,-0.060108,-0.061069,-0.06192047,-0.06264008,-0.06320529,-0.063594,-0.063783,-0.06374963,-0.063472,-0.06292822,-0.06209475,-0.060949,-0.05946987,-0.05763348,-0.05541779,-0.05280443,-0.04979912,-0.04641637,-0.0426707,-0.038577,-0.034149,-0.02940129,-0.024349,-0.019007,-0.01338817,-0.0075085,-0.001382,0.0049767,0.011553,0.018333,0.025301,0.032444,0.03974636,0.04719387,0.054772,0.062466,0.07026225,0.07814527,0.08610087,0.094115,0.10217,0.11025803,0.11836
2501,RPS6KA5,0,0,27.939,1.2835e-05,0.048261,-0.12424,-0.1243868,-0.1245304,-0.12468,-0.12482,-0.12498,-0.12513239,-0.12529431,-0.12546263,-0.12564,-0.12582,-0.12602,-0.12622,-0.12643224,-0.12666,-0.1269,-0.12715,-0.12742,-0.1277,-0.12799809,-0.12831453,-0.12865,-0.129,-0.12938,-0.12977,-0.13019,-0.13063,-0.13109448,-0.13159,-0.13213,-0.13271,-0.13335,-0.13406,-0.13483,-0.13567811,-0.13661364,-0.13764,-0.13877,-0.14001,-0.14136,-0.14282947,-0.14439901,-0.14605,-0.14778,-0.14956,-0.15139,-0.15323,-0.15508894,-0.15694,-0.15877,-0.16056431,-0.16230686,-0.16398,-0.16558,-0.16707,-0.16845665,-0.16971,-0.17083,-0.17177961,-0.17256,-0.17315167,-0.17353888,-0.1737065,-0.17364,-0.17332,-0.17273895,-0.17188,-0.17071575,-0.16924485,-0.16745,-0.16530803,-0.16281155,-0.15994263,-0.15668925,-0.15305843,-0.14906415,-0.14472037,-0.14004,-0.13504,-0.12973191,-0.12413,-0.11825,-0.11210131,-0.10570255,-0.099066,-0.092206,-0.085136,-0.077871,-0.070424,-0.062809,-0.05503977,-0.04713121,-0.039097,-0.030951,-0.02270656,-0.01437862,-0.00598078,0.002473,0.010969,0.01949234,0.02803
2502,TRNAU1AP,0,0,29.332,6.6921e-06,0.025778,-0.11551,-0.1172846,-0.119044,-0.12078,-0.12247,-0.12412,-0.1256981,-0.12720194,-0.12861634,-0.12993,-0.13113,-0.1322,-0.13312,-0.13389968,-0.13451,-0.13494,-0.13518,-0.13521,-0.13503,-0.13461815,-0.13396281,-0.13305,-0.13187,-0.13041,-0.12866,-0.1266,-0.12422,-0.12152167,-0.11856,-0.11539,-0.11206,-0.10863,-0.10517,-0.10172,-0.09834296,-0.0950953,-0.092033,-0.089213,-0.086692,-0.084526,-0.08274416,-0.08132686,-0.080251,-0.079493,-0.07903,-0.078837,-0.078893,-0.07917159,-0.079651,-0.080308,-0.08111785,-0.08205795,-0.083105,-0.084234,-0.085423,-0.08664857,-0.087886,-0.089113,-0.09030538,-0.09144,-0.09249266,-0.09344064,-0.09426018,-0.094928,-0.09542,-0.09571323,-0.095784,-0.095609,-0.09516452,-0.094427,-0.09337336,-0.09197968,-0.09022262,-0.08808282,-0.08556539,-0.08268429,-0.07945351,-0.075887,-0.071999,-0.06780295,-0.063313,-0.058544,-0.05350881,-0.0482219,-0.042697,-0.036949,-0.03099,-0.024836,-0.0185,-0.011997,-0.00533894,0.00145859,0.008382,0.015417,0.02255052,0.02976766,0.03705474,0.044398,0.051783,0.05919572,0.066623
2503,SSH1,0,0,60.551,2.2221e-12,1.1804e-08,-0.13522,-0.1335135,-0.1318131,-0.13013,-0.12847,-0.12684,-0.12526003,-0.12372526,-0.12224846,-0.12084,-0.1195,-0.11825,-0.11709,-0.11602372,-0.11507,-0.11423,-0.11351,-0.11293,-0.11249,-0.11219742,-0.11206205,-0.11209,-0.1123,-0.11268,-0.11326,-0.11403,-0.11502,-0.11620554,-0.11757,-0.11908,-0.1207,-0.12241,-0.12416,-0.12592,-0.12766722,-0.12936231,-0.13097,-0.13247,-0.13382,-0.13498,-0.13594605,-0.13670957,-0.13728,-0.13765,-0.13783,-0.13782,-0.13762,-0.13724208,-0.13668,-0.13595,-0.13503772,-0.13395648,-0.13271,-0.13129,-0.12971,-0.12797756,-0.12608,-0.12404,-0.12183888,-0.11949,-0.1170026,-0.11437012,-0.11159866,-0.10869,-0.10565,-0.10247975,-0.099182,-0.09575938,-0.09221567,-0.088554,-0.0847759,-0.08088569,-0.07688586,-0.07277943,-0.06857002,-0.06426142,-0.05985747,-0.055362,-0.050779,-0.04611158,-0.041364,-0.036541,-0.03164475,-0.02668007,-0.021651,-0.01656,-0.011412,-0.006211,-0.00096026,0.0043363,0.00967478,0.01505142,0.020462,0.025904,0.03137208,0.03686315,0.0423733,0.047899,0.053436,0.05898005,0.064528
2504,CCNT2,0,0,33.85,7.9972e-07,0.0032764,-0.1153,-0.1143116,-0.1133242,-0.11234,-0.11136,-0.11039,-0.10942301,-0.10846791,-0.10752412,-0.10659,-0.10568,-0.10478,-0.10389,-0.10303128,-0.10219,-0.10137,-0.10057,-0.099805,-0.099063,-0.0983506,-0.09766848,-0.097019,-0.096403,-0.095822,-0.095279,-0.094775,-0.094311,-0.09388947,-0.093516,-0.093195,-0.092932,-0.092732,-0.0926,-0.092541,-0.09256075,-0.09266402,-0.092856,-0.093142,-0.093527,-0.094015,-0.09460689,-0.09528915,-0.096049,-0.096873,-0.097748,-0.098661,-0.099599,-0.10054801,-0.1015,-0.10243,-0.10333281,-0.10419613,-0.105,-0.10575,-0.10641,-0.10697281,-0.10743,-0.10777,-0.10797544,-0.10803,-0.10793171,-0.10765662,-0.10719511,-0.10653,-0.10566,-0.10456018,-0.10322,-0.10162959,-0.09977252,-0.097637,-0.09520887,-0.09247589,-0.08942456,-0.08604446,-0.08234157,-0.07832785,-0.07401525,-0.069416,-0.064541,-0.05940372,-0.054015,-0.048387,-0.04253265,-0.03646263,-0.030189,-0.023725,-0.017081,-0.01027,-0.0033031,0.0038071,0.0110487,0.01840988,0.025879,0.033443,0.0410912,0.04881104,0.05659066,0.064418,0.072281,0.08016862,0.088068
2505,TMEM41B,0,0,35.46,3.7362e-07,0.0015647,-0.10461,-0.1044858,-0.104357,-0.10422,-0.10408,-0.10392,-0.10375432,-0.10356716,-0.10335957,-0.10313,-0.10287,-0.10259,-0.10227,-0.10191296,-0.10152,-0.10109,-0.10061,-0.10009,-0.099518,-0.09889267,-0.0982122,-0.097473,-0.096673,-0.095809,-0.094877,-0.093876,-0.092801,-0.09165674,-0.090461,-0.089237,-0.088006,-0.086791,-0.085613,-0.084493,-0.08345561,-0.08252108,-0.081712,-0.08105,-0.080557,-0.080256,-0.08015392,-0.08023654,-0.080486,-0.080886,-0.081419,-0.082067,-0.082814,-0.08364085,-0.084532,-0.085469,-0.08643581,-0.08741424,-0.088387,-0.089338,-0.090248,-0.0911014,-0.09188,-0.092567,-0.09314539,-0.093597,-0.09390552,-0.09405302,-0.09402246,-0.093797,-0.093358,-0.09268973,-0.091774,-0.09059435,-0.08913279,-0.087372,-0.08529559,-0.08288542,-0.08012452,-0.07699899,-0.07351487,-0.06968544,-0.06552396,-0.061044,-0.056258,-0.05118011,-0.045823,-0.040201,-0.03432605,-0.02821218,-0.021873,-0.01532,-0.008569,-0.0016317,0.0054783,0.012748,0.02016313,0.02771141,0.035379,0.043153,0.05102031,0.05896703,0.06698016,0.075046,0.083153,0.09128517,0.099431
2506,MED17,0,0,43.523,8.0586e-09,3.7327e-05,-0.13907,-0.1367713,-0.1344808,-0.13221,-0.12996,-0.12775,-0.12557944,-0.1234626,-0.12140652,-0.11942,-0.11751,-0.11569,-0.11396,-0.11234141,-0.11083,-0.10944,-0.10819,-0.10707,-0.1061,-0.10528269,-0.10463285,-0.10416,-0.10386,-0.10376,-0.10386,-0.10416,-0.10468,-0.10542429,-0.10637,-0.10749,-0.10878,-0.1102,-0.11175,-0.1134,-0.11512384,-0.1169107,-0.11874,-0.12058,-0.12243,-0.12425,-0.12603466,-0.12777431,-0.12946,-0.13109,-0.13264,-0.13412,-0.13552,-0.13682197,-0.13803,-0.13912,-0.14010699,-0.14096734,-0.1417,-0.14229,-0.14274,-0.14303099,-0.14316,-0.14313,-0.14291736,-0.14252,-0.14193546,-0.14114965,-0.14015705,-0.13895,-0.13752,-0.13586181,-0.13397,-0.13182376,-0.12942937,-0.12677,-0.12385148,-0.12065266,-0.11717036,-0.11339892,-0.10934452,-0.10501763,-0.10042873,-0.095588,-0.090507,-0.08519476,-0.079663,-0.073921,-0.06798,-0.06185048,-0.055543,-0.049067,-0.042435,-0.035656,-0.02874,-0.021699,-0.01454206,-0.00728065,7.5079e-05,0.0075147,0.01502759,0.02260341,0.03023163,0.037902,0.045603,0.05332589,0.061059
2507,SNIP1,1,0,75.106,1.8924e-15,1.0806e-11,-0.10056,-0.0983758,-0.0961993,-0.094034,-0.091885,-0.089759,-0.08766078,-0.08559582,-0.0835699,-0.081589,-0.079657,-0.077782,-0.075968,-0.07422073,-0.072546,-0.070949,-0.069436,-0.068012,-0.066683,-0.06545465,-0.06433185,-0.063321,-0.062426,-0.061655,-0.061011,-0.060502,-0.060132,-0.05989992,-0.059789,-0.059776,-0.059841,-0.059962,-0.060118,-0.060288,-0.06044961,-0.06058205,-0.060664,-0.060674,-0.06059,-0.060393,-0.06006698,-0.05961495,-0.059039,-0.058341,-0.057525,-0.056592,-0.055545,-0.05438649,-0.053119,-0.051745,-0.05026731,-0.04868799,-0.04701,-0.045235,-0.043366,-0.04140615,-0.039357,-0.037222,-0.03500211,-0.032701,-0.03032142,-0.02786519,-0.02533504,-0.022733,-0.020063,-0.0173261,-0.014525,-0.01166311,-0.00874202,-0.0057645,-0.00273316,0.0003496,0.00348124,0.00665935,0.00988208,0.01314778,0.01645479,0.019801,0.023186,0.02660716,0.030063,0.033552,0.03707185,0.04062177,0.0442,0.047804,0.051433,0.055086,0.05876,0.062453,0.06616528,0.06989367,0.073637,0.077393,0.08116147,0.08493943,0.08872566,0.092519,0.096316,0.1001174,0.10392
2508,SLC25A26,0,0,53.926,5.455e-11,2.7706e-07,-0.15889,-0.1553221,-0.1517651,-0.14823,-0.14473,-0.14128,-0.13788444,-0.13455897,-0.13131453,-0.12816,-0.12512,-0.12218,-0.11938,-0.11671297,-0.1142,-0.11184,-0.10967,-0.10767,-0.10587,-0.10428449,-0.10291535,-0.10178,-0.10088,-0.10024,-0.09987,-0.099774,-0.099967,-0.10045086,-0.10119,-0.10216,-0.10331,-0.10462,-0.10604,-0.10754,-0.10908663,-0.11064062,-0.11217,-0.11363,-0.11499,-0.11622,-0.11729597,-0.11820946,-0.11897,-0.11957,-0.12001,-0.12031,-0.12045,-0.12044882,-0.1203,-0.12,-0.11955161,-0.11896366,-0.11823,-0.11736,-0.11635,-0.11520717,-0.11392,-0.11251,-0.11095655,-0.10927,-0.10746262,-0.10552207,-0.10345444,-0.10126,-0.098944,-0.096504,-0.093943,-0.09126229,-0.08846347,-0.085548,-0.08251736,-0.07937304,-0.07611653,-0.07274959,-0.06927561,-0.06569853,-0.06202233,-0.058251,-0.054388,-0.05043865,-0.046406,-0.042293,-0.03810561,-0.03384657,-0.02952,-0.02513,-0.020681,-0.016176,-0.01162,-0.0070157,-0.00236806,0.00231918,0.0070421,0.011797,0.01657916,0.02138535,0.02621137,0.031053,0.035907,0.04076872,0.045634
2509,DENND1B,0,0,39.59,5.2616e-08,0.00023288,-0.11544,-0.1166812,-0.1179137,-0.11914,-0.12034,-0.12153,-0.1226848,-0.12381137,-0.12490087,-0.12595,-0.12695,-0.12789,-0.12878,-0.12960678,-0.13036,-0.13104,-0.13165,-0.13216,-0.13259,-0.13292331,-0.13315473,-0.13328,-0.13329,-0.13319,-0.13297,-0.13262,-0.13213,-0.131518,-0.13079,-0.12997,-0.12907,-0.12812,-0.12715,-0.12616,-0.12517738,-0.12422841,-0.12333,-0.1225,-0.12177,-0.12115,-0.1206499,-0.12026201,-0.11997,-0.11977,-0.11964,-0.11958,-0.11956,-0.11957658,-0.11962,-0.11967,-0.11972912,-0.11977034,-0.11979,-0.11976,-0.11969,-0.11955509,-0.11934,-0.11905,-0.11864594,-0.11813,-0.11749702,-0.11672238,-0.11579767,-0.11471,-0.11345,-0.11199868,-0.11035,-0.10848748,-0.10640096,-0.10408,-0.10150385,-0.09866836,-0.09555831,-0.09216378,-0.08848971,-0.08454645,-0.08034434,-0.075894,-0.071205,-0.06628851,-0.061155,-0.055814,-0.05027583,-0.04455174,-0.038652,-0.032586,-0.026365,-0.019999,-0.013498,-0.0068733,-0.00013453,0.00670776,0.013643,0.020662,0.02775232,0.03490522,0.04210989,0.049356,0.056633,0.06393097,0.071239
2510,RABL3,0,0,36.946,1.8476e-07,0.00079041,-0.12066,-0.1194547,-0.118247,-0.11704,-0.11583,-0.11461,-0.11339899,-0.11217976,-0.11095648,-0.10973,-0.1085,-0.10726,-0.10601,-0.10475911,-0.1035,-0.10223,-0.10096,-0.099669,-0.098374,-0.09706779,-0.09575082,-0.094422,-0.093082,-0.091728,-0.090361,-0.088981,-0.087586,-0.08617991,-0.084778,-0.083398,-0.082056,-0.080769,-0.079555,-0.07843,-0.07741252,-0.07651828,-0.075765,-0.075169,-0.074748,-0.07452,-0.07448778,-0.07463864,-0.074956,-0.075422,-0.076021,-0.076736,-0.077552,-0.07844975,-0.079415,-0.080429,-0.08147733,-0.08254222,-0.083607,-0.084656,-0.085672,-0.08663814,-0.087538,-0.088356,-0.08907403,-0.089676,-0.09014639,-0.09046736,-0.09062275,-0.090596,-0.09037,-0.08992965,-0.089257,-0.08833573,-0.08714947,-0.085682,-0.08391548,-0.08183458,-0.07942231,-0.07666532,-0.07356925,-0.07014664,-0.06641005,-0.062372,-0.058045,-0.05344204,-0.048575,-0.043457,-0.03810037,-0.03251762,-0.026721,-0.020724,-0.014539,-0.0081772,-0.0016525,0.0050229,0.01183646,0.01877559,0.025828,0.03298,0.04022093,0.04753682,0.05491552,0.062344,0.069811,0.07730278,0.084807
2511,AKAP10,0,0,30.188,4.4806e-06,0.017461,-0.15927,-0.1568499,-0.1544358,-0.15203,-0.14964,-0.14726,-0.14491118,-0.1425849,-0.14028933,-0.13803,-0.13581,-0.13363,-0.1315,-0.12942599,-0.12741,-0.12545,-0.12356,-0.12174,-0.11999,-0.1183212,-0.11673667,-0.11524,-0.11384,-0.11253,-0.11132,-0.11022,-0.10923,-0.10834849,-0.10759,-0.10695,-0.10643,-0.10605,-0.10579,-0.10568,-0.10569694,-0.10586062,-0.10617,-0.10663,-0.10724,-0.10802,-0.10894028,-0.11000436,-0.11119,-0.11249,-0.11387,-0.11534,-0.11686,-0.11842509,-0.12002,-0.12163,-0.12323076,-0.12481513,-0.12636,-0.12786,-0.12929,-0.130642,-0.13189,-0.13303,-0.13403199,-0.13489,-0.13558736,-0.13610608,-0.13643101,-0.13655,-0.13644,-0.13608447,-0.13548,-0.13459374,-0.1334229,-0.13195,-0.13015093,-0.12801809,-0.12553287,-0.12268265,-0.11947378,-0.11591954,-0.1120332,-0.10783,-0.10332,-0.09851451,-0.093433,-0.088085,-0.08248523,-0.07664622,-0.070581,-0.064304,-0.057827,-0.051165,-0.04433,-0.037335,-0.03019404,-0.02292041,-0.015527,-0.0080278,-0.00043532,0.00723682,0.01497538,0.022767,0.030599,0.03845673,0.046328
2512,RAB27A,0,0,28.236,1.1172e-05,0.042242,-0.24577,-0.244707,-0.2436466,-0.24259,-0.24154,-0.2405,-0.23947612,-0.2384632,-0.23746689,-0.23649,-0.23553,-0.2346,-0.2337,-0.23281781,-0.23197,-0.23116,-0.23038,-0.22964,-0.22894,-0.22828375,-0.22767213,-0.22711,-0.22659,-0.22613,-0.22572,-0.22537,-0.22508,-0.22485347,-0.22469,-0.22459,-0.22455,-0.22459,-0.2247,-0.22488,-0.22512974,-0.22546029,-0.22587,-0.22636,-0.22693,-0.22758,-0.22831968,-0.22912437,-0.22999,-0.23089,-0.23183,-0.23279,-0.23375,-0.23470963,-0.23565,-0.23656,-0.23743077,-0.23824453,-0.23899,-0.23966,-0.24023,-0.24070236,-0.24106,-0.24128,-0.24136132,-0.24129,-0.24105055,-0.24063293,-0.24002395,-0.23921,-0.23818,-0.23692479,-0.23543,-0.23367446,-0.23165681,-0.22936,-0.22677452,-0.22388507,-0.22068022,-0.21715024,-0.2133012,-0.20914491,-0.20469318,-0.19996,-0.19495,-0.18968356,-0.18417,-0.17842,-0.17244046,-0.16625158,-0.15986,-0.15328,-0.14653,-0.13961,-0.13253,-0.12531,-0.1179661,-0.11050094,-0.10293,-0.095263,-0.08751459,-0.07969491,-0.07181614,-0.06389,-0.055929,-0.04794348,-0.039947
2513,PIK3AP1,0,0,29.831,5.2989e-06,0.020533,-0.17492,-0.1740498,-0.1731867,-0.17233,-0.17148,-0.17065,-0.16982629,-0.16902438,-0.16824386,-0.16749,-0.16676,-0.16606,-0.1654,-0.16476918,-0.16418,-0.16364,-0.16314,-0.16269,-0.16229,-0.16194437,-0.16165899,-0.16143,-0.16127,-0.16118,-0.16116,-0.16121,-0.16134,-0.16154264,-0.16182,-0.16218,-0.1626,-0.16309,-0.16365,-0.16427,-0.16494402,-0.16567625,-0.16646,-0.1673,-0.16818,-0.16911,-0.17007242,-0.17106692,-0.17208,-0.1731,-0.17412,-0.17512,-0.1761,-0.17703897,-0.17794,-0.17878,-0.17954905,-0.18024424,-0.18085,-0.18136,-0.18176,-0.18203357,-0.18218,-0.18218,-0.18203639,-0.18173,-0.18124085,-0.18057191,-0.17970798,-0.17864,-0.17735,-0.17583986,-0.17409,-0.17209099,-0.16983358,-0.16731,-0.16449955,-0.16140164,-0.15800227,-0.15429322,-0.15028053,-0.14597545,-0.14138921,-0.13653,-0.13142,-0.12605606,-0.12046,-0.11463,-0.1085974,-0.10235799,-0.095927,-0.089317,-0.082538,-0.075601,-0.068518,-0.0613,-0.05395881,-0.04650483,-0.03895,-0.031304,-0.02358059,-0.01578923,-0.00794164,-4.9066e-05,0.0078772,0.01582605,0.023786
2514,PHRF1,0,0,40.335,3.69e-08,0.00016465,-0.094982,-0.0957045,-0.0964209,-0.097125,-0.097809,-0.098469,-0.09909656,-0.09968619,-0.10023142,-0.10073,-0.10116,-0.10154,-0.10184,-0.10206962,-0.10222,-0.10227,-0.10223,-0.10209,-0.10185,-0.10148479,-0.10100254,-0.10039,-0.099651,-0.098769,-0.097742,-0.096562,-0.095223,-0.093729,-0.092107,-0.090389,-0.088607,-0.086794,-0.084981,-0.083202,-0.08148712,-0.07986962,-0.078381,-0.077055,-0.075922,-0.075014,-0.07434683,-0.07390413,-0.073668,-0.073619,-0.07374,-0.074011,-0.074415,-0.07493267,-0.075546,-0.076236,-0.07698542,-0.07777459,-0.078585,-0.0794,-0.080199,-0.08096385,-0.081677,-0.08232,-0.08287343,-0.08332,-0.08364002,-0.08381602,-0.08382923,-0.083661,-0.083293,-0.08270762,-0.081885,-0.08080766,-0.07945666,-0.077814,-0.07586039,-0.07357821,-0.07094873,-0.06795702,-0.06460877,-0.06091716,-0.05689541,-0.052557,-0.047914,-0.04298133,-0.037771,-0.032297,-0.02657135,-0.02060834,-0.014421,-0.008022,-0.0014251,0.0053566,0.01231,0.019422,0.02667918,0.03406843,0.041577,0.04919,0.05689644,0.06468186,0.0725333,0.080438,0.088381,0.09635176,0.10434
2515,FLOT2,0,0,29.335,6.684e-06,0.025753,-0.14102,-0.1384296,-0.1358351,-0.13324,-0.13065,-0.12805,-0.12546209,-0.12287079,-0.12028058,-0.11769,-0.1151,-0.11252,-0.10993,-0.10735149,-0.10477,-0.10219,-0.099617,-0.097044,-0.094473,-0.09190552,-0.08934069,-0.086779,-0.084221,-0.081666,-0.079114,-0.076567,-0.074023,-0.07149168,-0.069004,-0.066593,-0.064296,-0.062147,-0.06018,-0.058431,-0.05693413,-0.05572442,-0.054837,-0.054306,-0.054167,-0.054454,-0.05517982,-0.05631706,-0.057835,-0.059704,-0.061892,-0.064369,-0.067105,-0.07006826,-0.073229,-0.076556,-0.08001873,-0.08358683,-0.08723,-0.090916,-0.094616,-0.09829863,-0.10193,-0.10549,-0.10893598,-0.11224,-0.11537917,-0.11831433,-0.12101769,-0.12346,-0.12561,-0.12743057,-0.1289,-0.12998511,-0.13065425,-0.13088,-0.13062308,-0.1298615,-0.12856173,-0.12669882,-0.12428116,-0.12132927,-0.1178637,-0.1139,-0.10947,-0.1045904,-0.099276,-0.09355,-0.08743369,-0.0809477,-0.074112,-0.066948,-0.059476,-0.051716,-0.043689,-0.035416,-0.02691595,-0.01821087,-0.0093209,-0.00026648,0.00893174,0.01825323,0.02767747,0.037184,0.046752,0.0563611,0.065991
